"bigram"	"n"
"2929"	"carbon bubble"	1
"2930"	"carbon capture"	1
"2931"	"carbon credits"	1
"2932"	"carbon cycle"	1
"2933"	"carbon fee"	1
"2934"	"carbon molecules"	1
"2935"	"carbon nanotube"	1
"2936"	"carbon offset"	1
"2937"	"carbon sequestration"	1
"2938"	"carbon sink"	1
"2939"	"carbon source"	1
"2940"	"carbon taxes"	1
"2941"	"carbonate calcium"	1
"2942"	"card catalog"	1
"2943"	"cardboard soaked"	1
"2944"	"cardiovascular health"	1
"2945"	"cardiovascular mortality"	1
"2946"	"care cheap"	1
"2947"	"care desperately"	1
"2948"	"care hospital"	1
"2949"	"career blue"	1
"2950"	"career building"	1
"2951"	"career catastrophes"	1
"2952"	"career focused"	1
"2953"	"career studying"	1
"2954"	"careful careful"	1
"2955"	"careful examination"	1
"2956"	"careful study"	1
"2957"	"carefully managed"	1
"2958"	"cargo plane"	1
"2959"	"caribou hide"	1
"2960"	"carl sagan"	1
"2961"	"carlock's science"	1
"2962"	"carnegie institute"	1
"2963"	"carried economic"	1
"2964"	"carrots researchers"	1
"2965"	"carry ethanol"	1
"2966"	"carry genes"	1
"2967"	"carry home"	1
"2968"	"carrying half"	1
"2969"	"carrying solar"	1
"2970"	"carrying water"	1
"2971"	"carson imagined"	1
"2972"	"cascade globally"	1
"2973"	"cash crops"	1
"2974"	"cash economy"	1
"2975"	"cash sleeping"	1
"2976"	"cassini flew"	1
"2977"	"cast brad"	1
"2978"	"casual sex"	1
"2979"	"cataracts damage"	1
"2980"	"catastrophe happened"	1
"2981"	"catastrophes prior"	1
"2982"	"catastrophic consequences"	1
"2983"	"catastrophic losses"	1
"2984"	"catastrophic scenarios"	1
"2985"	"catch 10"	1
"2986"	"catch fusion"	1
"2987"	"catch live"	1
"2988"	"catch swimming"	1
"2989"	"categorical statement"	1
"2990"	"categories local"	1
"2991"	"categorize equipment"	1
"2992"	"caterpillar munching"	1
"2993"	"caterpillar pests"	1
"2994"	"caterpillar's mouth"	1
"2995"	"cats dancing"	1
"2996"	"cats dj"	1
"2997"	"cats hate"	1
"2998"	"cats initiative"	1
"2999"	"cattle balk"	1
"3000"	"cattle fell"	1
"3001"	"cattle handling"	1
"3002"	"cattle run"	1
"3003"	"caught cheating"	1
"3004"	"caught conveniently"	1
"3005"	"caused atmospheric"	1
"3006"	"caused underwater"	1
"3007"	"causing backups"	1
"3008"	"causing increased"	1
"3009"	"causing massive"	1
"3010"	"caution adaptation's"	1
"3011"	"cave laughter"	1
"3012"	"cave mouth"	1
"3013"	"cave paintings"	1
"3014"	"cavernous warehouse"	1
"3015"	"celebrate scientific"	1
"3016"	"celebrated brains"	1
"3017"	"celebrates life"	1
"3018"	"celestial bodies"	1
"3019"	"cell basically"	1
"3020"	"cell capable"	1
"3021"	"cell culture"	1
"3022"	"cell death"	1
"3023"	"cell house"	1
"3024"	"cell operates"	1
"3025"	"celled phytoplankton"	1
"3026"	"cells 16"	1
"3027"	"cells green"	1
"3028"	"cells grow"	1
"3029"	"cellular connection"	1
"3030"	"celsius ice"	1
"3031"	"cent tax"	1
"3032"	"center stage"	1
"3033"	"centers outreach"	1
"3034"	"central alaska"	1
"3035"	"central authority"	1
"3036"	"central bank"	1
"3037"	"central british"	1
"3038"	"central issue"	1
"3039"	"central park"	1
"3040"	"central thailand"	1
"3041"	"central thread"	1
"3042"	"centuries ahead"	1
"3043"	"centuries applause"	1
"3044"	"centuries climate"	1
"3045"	"century 300"	1
"3046"	"century british"	1
"3047"	"century crater"	1
"3048"	"century devastating"	1
"3049"	"century europe"	1
"3050"	"century question"	1
"3051"	"ceo lee"	1
"3052"	"ceremonies traditional"	1
"3053"	"certainty quickly"	1
"3054"	"certification agencies"	1
"3055"	"cetaceans moved"	1
"3056"	"cfc usage"	1
"3057"	"cfcs chlorofluorocarbons"	1
"3058"	"chain hanging"	1
"3059"	"chain link"	1
"3060"	"chain reaction"	1
"3061"	"chain reactions"	1
"3062"	"chain unfolding"	1
"3063"	"chains 60,000"	1
"3064"	"chalk itself's"	1
"3065"	"chalk laughter"	1
"3066"	"challenge ca"	1
"3067"	"challenge intrigued"	1
"3068"	"challenged community"	1
"3069"	"challenges fall"	1
"3070"	"challenging economic"	1
"3071"	"challenging times"	1
"3072"	"chambered nautilus"	1
"3073"	"champagne era"	1
"3074"	"chance residents"	1
"3075"	"chandrasekhar limit"	1
"3076"	"change appearing"	1
"3077"	"change applause"	1
"3078"	"change australia's"	1
"3079"	"change beautification"	1
"3080"	"change causing"	1
"3081"	"change climate"	1
"3082"	"change clouds"	1
"3083"	"change communicable"	1
"3084"	"change conducting"	1
"3085"	"change consumer"	1
"3086"	"change erosion"	1
"3087"	"change estimates"	1
"3088"	"change fundamental"	1
"3089"	"change global"	1
"3090"	"change impacts"	1
"3091"	"change laughter"	1
"3092"	"change means"	1
"3093"	"change meant"	1
"3094"	"change peter"	1
"3095"	"change photographically"	1
"3096"	"change rate"	1
"3097"	"change regrettably"	1
"3098"	"change resilience"	1
"3099"	"change stratospheric"	1
"3100"	"change world"	1
"3101"	"changed color"	1
"3102"	"changed grasslands"	1
"3103"	"changed modified"	1
"3104"	"changing alliances"	1
"3105"	"changing deserts"	1
"3106"	"changing diets"	1
"3107"	"changing eventually"	1
"3108"	"changing nations"	1
"3109"	"changing ocean"	1
"3110"	"changing patterns"	1
"3111"	"changing planet"	1
"3112"	"changing prey"	1
"3113"	"changing rapidly"	1
"3114"	"changing rivers"	1
"3115"	"changing sea"	1
"3116"	"channels narrowed"	1
"3117"	"chaos amidst"	1
"3118"	"chaos wars"	1
"3119"	"chaotic interplay"	1
"3120"	"chaotic ringing"	1
"3121"	"chaotic wild"	1
"3122"	"chaotically fourteen"	1
"3123"	"character building"	1
"3124"	"character remember"	1
"3125"	"characteristic song"	1
"3126"	"characters laughter"	1
"3127"	"charged particles"	1
"3128"	"charismatic megafauna"	1
"3129"	"charismatic megaflora"	1
"3130"	"charismatic representative"	1
"3131"	"charles de"	1
"3132"	"charming people"	1
"3133"	"charter launching"	1
"3134"	"charting death"	1
"3135"	"chase econometrics"	1
"3136"	"cheap cheap"	1
"3137"	"cheap sort"	1
"3138"	"cheapest safest"	1
"3139"	"cheat dramatically"	1
"3140"	"cheeks flushed"	1
"3141"	"chemical cues"	1
"3142"	"chemical elements"	1
"3143"	"chemical facility"	1
"3144"	"chemical factory"	1
"3145"	"chemical machines"	1
"3146"	"chemical messengers"	1
"3147"	"chemical mutagenesis"	1
"3148"	"chemical pollution"	1
"3149"	"chemical sequences"	1
"3150"	"chemical transmitter"	1
"3151"	"chemistry sets"	1
"3152"	"chemistry water"	1
"3153"	"chesapeake bay"	1
"3154"	"chest height"	1
"3155"	"chew betel"	1
"3156"	"chewing betel"	1
"3157"	"chewing gum"	1
"3158"	"chicago festival"	1
"3159"	"chicken caught"	1
"3160"	"chicken mcnuggets"	1
"3161"	"chickens protected"	1
"3162"	"chief correspondent"	1
"3163"	"chief skills"	1
"3164"	"child abuse"	1
"3165"	"child inventor"	1
"3166"	"child loves"	1
"3167"	"child remains"	1
"3168"	"child tax"	1
"3169"	"child's play"	1
"3170"	"child's radiometer"	1
"3171"	"child's toy"	1
"3172"	"childhood church"	1
"3173"	"childhood dream"	1
"3174"	"childhood sixth"	1
"3175"	"children desperately"	1
"3176"	"children grow"	1
"3177"	"children touch"	1
"3178"	"chilling winds"	1
"3179"	"chilly laughter"	1
"3180"	"chimps sisters"	1
"3181"	"china begins"	1
"3182"	"china burns"	1
"3183"	"china china"	1
"3184"	"china india"	1
"3185"	"china overland"	1
"3186"	"china plans"	1
"3187"	"china sacrifice"	1
"3188"	"china sea"	1
"3189"	"china wakes"	1
"3190"	"china's ascent"	1
"3191"	"china's co2"	1
"3192"	"china's mayor"	1
"3193"	"china's planning"	1
"3194"	"chinese invasion"	1
"3195"	"chinese naval"	1
"3196"	"chinese objected"	1
"3197"	"chinese sages"	1
"3198"	"chinese troops"	1
"3199"	"choice easier"	1
"3200"	"choice laughter"	1
"3201"	"choices economic"	1
"3202"	"choices sounds"	1
"3203"	"chongqing contribute"	1
"3204"	"choose life"	1
"3205"	"chris burkard"	1
"3206"	"chris told"	1
"3207"	"christian fundamentalists"	1
"3208"	"christian initiative"	1
"3209"	"christianity islam"	1
"3210"	"christians endlessly"	1
"3211"	"christians jews"	1
"3212"	"christmas eve"	1
"3213"	"chulalongkorn centenary"	1
"3214"	"chunk iceberg"	1
"3215"	"church steeple"	1
"3216"	"churchill's brain"	1
"3217"	"chutzpah laughter"	1
"3218"	"ciao bellos"	1
"3219"	"cigarette pack"	1
"3220"	"circuit boards"	1
"3221"	"circular patterns"	1
"3222"	"circulates viruses"	1
"3223"	"circulating nitric"	1
"3224"	"circulatory system"	1
"3225"	"cirrus cloud"	1
"3226"	"cite quranic"	1
"3227"	"cities applause"	1
"3228"	"cities climate"	1
"3229"	"cities continue"	1
"3230"	"cities neighborhoods"	1
"3231"	"cities ngos"	1
"3232"	"cities public"	1
"3233"	"cities quieter"	1
"3234"	"cities resources"	1
"3235"	"cities safer"	1
"3236"	"cities supporting"	1
"3237"	"citizen demand"	1
"3238"	"citizen emits"	1
"3239"	"city agencies"	1
"3240"	"city bangkok"	1
"3241"	"city confront"	1
"3242"	"city continues"	1
"3243"	"city deal"	1
"3244"	"city hall's"	1
"3245"	"city including"	1
"3246"	"city park"	1
"3247"	"city parks"	1
"3248"	"city reuse"	1
"3249"	"city water"	1
"3250"	"city's commercial"	1
"3251"	"city's resources"	1
"3252"	"city's resurgence"	1
"3253"	"civil wars"	1
"3254"	"civilian cars"	1
"3255"	"civilian population"	1
"3256"	"civilization co2"	1
"3257"	"civilization depended"	1
"3258"	"civilization literally"	1
"3259"	"civilization's story"	1
"3260"	"civilizations gathered"	1
"3261"	"clan neighborhood"	1
"3262"	"class diet"	1
"3263"	"class neighborhood"	1
"3264"	"class people"	1
"3265"	"claude trichet"	1
"3266"	"clay tablets"	1
"3267"	"clean environment"	1
"3268"	"clean fuels"	1
"3269"	"cleaner cities"	1
"3270"	"clever harnessed"	1
"3271"	"clever people"	1
"3272"	"clever sign"	1
"3273"	"clever species"	1
"3274"	"cleverer idea"	1
"3275"	"cliff shelf"	1
"3276"	"climate agenda"	1
"3277"	"climate boundary"	1
"3278"	"climate center"	1
"3279"	"climate chaired"	1
"3280"	"climate challenge"	1
"3281"	"climate climate"	1
"3282"	"climate concentrations"	1
"3283"	"climate constrained"	1
"3284"	"climate control"	1
"3285"	"climate denial"	1
"3286"	"climate explanations"	1
"3287"	"climate future"	1
"3288"	"climate greenland"	1
"3289"	"climate issue"	1
"3290"	"climate march"	1
"3291"	"climate means"	1
"3292"	"climate model"	1
"3293"	"climate model's"	1
"3294"	"climate news"	1
"3295"	"climate observations"	1
"3296"	"climate oscillations"	1
"3297"	"climate plan"	1
"3298"	"climate pressure"	1
"3299"	"climate refugees"	1
"3300"	"climate risk"	1
"3301"	"climate shocks"	1
"3302"	"climate sort"	1
"3303"	"climate spiraling"	1
"3304"	"climate task"	1
"3305"	"climate transformation"	1
"3306"	"climate transformations"	1
"3307"	"climate uncertainty"	1
"3308"	"climate zones"	1
"3309"	"climatologist paul"	1
"3310"	"climbing stairs"	1
"3311"	"clock eventually"	1
"3312"	"clock inaccessible"	1
"3313"	"clock inside"	1
"3314"	"clogged arteries"	1
"3315"	"clonal colony"	1
"3316"	"clonal creosote"	1
"3317"	"clonal mojave"	1
"3318"	"clonal tree"	1
"3319"	"clones dotting"	1
"3320"	"close 30"	1
"3321"	"closed canopy"	1
"3322"	"closed doors"	1
"3323"	"closed minded"	1
"3324"	"closely related"	1
"3325"	"closely watching"	1
"3326"	"closer 40,000"	1
"3327"	"closest national"	1
"3328"	"closest relatives"	1
"3329"	"cloud appreciation"	1
"3330"	"cloud called"	1
"3331"	"cloud cover"	1
"3332"	"cloud named"	1
"3333"	"cloud shapes"	1
"3334"	"cloud spotter"	1
"3335"	"clouds change"	1
"3336"	"clouds coming"	1
"3337"	"clouds computers"	1
"3338"	"clouds form"	1
"3339"	"clouds hovering"	1
"3340"	"clouds live"	1
"3341"	"clouds play"	1
"3342"	"clouds remind"	1
"3343"	"clouds rise"	1
"3344"	"clouds saved"	1
"3345"	"clouds spread"	1
"3346"	"clouds swirling"	1
"3347"	"clouds tomorrow"	1
"3348"	"cloudspotting legitimizes"	1
"3349"	"cloudy day"	1
"3350"	"cloudy days"	1
"3351"	"cloudy picture"	1
"3352"	"co2 absorb"	1
"3353"	"co2 capture"	1
"3354"	"co2 emission"	1
"3355"	"co2 methane"	1
"3356"	"co2 strategy"	1
"3357"	"co2 tax"	1
"3358"	"coal burning"	1
"3359"	"coal china"	1
"3360"	"coal fired"	1
"3361"	"coal gas"	1
"3362"	"coal industries"	1
"3363"	"coal miners"	1
"3364"	"coal oil"	1
"3365"	"coal plant"	1
"3366"	"coal plants"	1
"3367"	"coal shale"	1
"3368"	"coal wood"	1
"3369"	"coarse degree"	1
"3370"	"coast languish"	1
"3371"	"coastal ecosystems"	1
"3372"	"coastal namibia"	1
"3373"	"coca cola"	1
"3374"	"cocaine trade"	1
"3375"	"cocaine women"	1
"3376"	"cocktail conversations"	1
"3377"	"code building"	1
"3378"	"code directly"	1
"3379"	"codes imagine"	1
"3380"	"coffee family"	1
"3381"	"cognitive mind"	1
"3382"	"coil superconducting"	1
"3383"	"coins zinc"	1
"3384"	"cold bloods"	1
"3385"	"cold conditions"	1
"3386"	"cold forests"	1
"3387"	"cold laughter"	1
"3388"	"cold music"	1
"3389"	"cold wetsuits"	1
"3390"	"colder upper"	1
"3391"	"collaborative ideas"	1
"3392"	"collapse catastrophically"	1
"3393"	"collapse developing"	1
"3394"	"collapsed timbers"	1
"3395"	"collapsing civilization"	1
"3396"	"collapsing governments"	1
"3397"	"collar jobs"	1
"3398"	"collaring wolves"	1
"3399"	"colleague dave"	1
"3400"	"colleague dr"	1
"3401"	"colleague olivia"	1
"3402"	"collect biomarkers"	1
"3403"	"collect insurance"	1
"3404"	"collect moisture"	1
"3405"	"collected images"	1
"3406"	"collected rain"	1
"3407"	"collecting data"	1
"3408"	"collecting devices"	1
"3409"	"collective conscience"	1
"3410"	"collective decisions"	1
"3411"	"collective defense"	1
"3412"	"collective destiny"	1
"3413"	"collective home"	1
"3414"	"collective losses"	1
"3415"	"collective security"	1
"3416"	"collective social"	1
"3417"	"collectively ca"	1
"3418"	"collectively climate"	1
"3419"	"collectively inevitable"	1
"3420"	"collects fossils"	1
"3421"	"college post"	1
"3422"	"colombia descendants"	1
"3423"	"colombian cartels"	1
"3424"	"colonies ecosystems"	1
"3425"	"colonies hives"	1
"3426"	"colonies inside"	1
"3427"	"colonize australia"	1
"3428"	"colony health"	1
"3429"	"colony healthy"	1
"3430"	"color absorbs"	1
"3431"	"color blue"	1
"3432"	"color dot"	1
"3433"	"color green"	1
"3434"	"color taste"	1
"3435"	"colored band"	1
"3436"	"colored bead"	1
"3437"	"colored chalk"	1
"3438"	"colored string"	1
"3439"	"colorless eyes"	1
"3440"	"columbia glacier"	1
"3441"	"columbia university"	1
"3442"	"combine mechanical"	1
"3443"	"combustion takes"	1
"3444"	"comet helium"	1
"3445"	"comet hit"	1
"3446"	"comet hits"	1
"3447"	"comfort zone"	1
"3448"	"comfortable manners"	1
"3449"	"comfortable safe"	1
"3450"	"coming decades"	1
"3451"	"coming everyone's"	1
"3452"	"coming fairly"	1
"3453"	"coming online"	1
"3454"	"command structures"	1
"3455"	"commercial aspects"	1
"3456"	"commercial beekeeper"	1
"3457"	"commercial incentive"	1
"3458"	"commercial market"	1
"3459"	"commercial pressure"	1
"3460"	"commercial profits"	1
"3461"	"commercial shipping"	1
"3462"	"commercial success"	1
"3463"	"commercial waste"	1
"3464"	"commercially viable"	1
"3465"	"committed actors"	1
"3466"	"common allies"	1
"3467"	"common clouds"	1
"3468"	"common ground"	1
"3469"	"common perception"	1
"3470"	"common set"	1
"3471"	"common shared"	1
"3472"	"common shrubs"	1
"3473"	"common structural"	1
"3474"	"common tactic"	1
"3475"	"commons air"	1
"3476"	"commons including"	1
"3477"	"commons moved"	1
"3478"	"commune system"	1
"3479"	"communicate giving"	1
"3480"	"communication breakdown"	1
"3481"	"communism collapsed"	1
"3482"	"communities encourages"	1
"3483"	"communities investing"	1
"3484"	"communities realized"	1
"3485"	"community centers"	1
"3486"	"community colleges"	1
"3487"	"community created"	1
"3488"	"community friendly"	1
"3489"	"community led"	1
"3490"	"community parks"	1
"3491"	"community similarly"	1
"3492"	"community spaces"	1
"3493"	"community versus"	1
"3494"	"community's quality"	1
"3495"	"companies behave"	1
"3496"	"companies financial"	1
"3497"	"companies people"	1
"3498"	"companies students"	1
"3499"	"companion star"	1
"3500"	"company responds"	1
"3501"	"company roundabout"	1
"3502"	"comparative advantage"	1
"3503"	"compare light"	1
"3504"	"compass needle"	1
"3505"	"compassion crafted"	1
"3506"	"compassionate ethos"	1
"3507"	"compassionate interpretation"	1
"3508"	"compassionate laughter"	1
"3509"	"compensation ken"	1
"3510"	"competitive countries"	1
"3511"	"competitive country"	1
"3512"	"competitiveness transparency"	1
"3513"	"complete human"	1
"3514"	"complete picture"	1
"3515"	"complete submergence"	1
"3516"	"completely autonomous"	1
"3517"	"completely competent"	1
"3518"	"completely devoid"	1
"3519"	"completely disrupts"	1
"3520"	"completely elastic"	1
"3521"	"completely harnessed"	1
"3522"	"completely ignore"	1
"3523"	"completely inconceivable"	1
"3524"	"completely lose"	1
"3525"	"completely missing"	1
"3526"	"completely preventable"	1
"3527"	"completely shifts"	1
"3528"	"completely staggered"	1
"3529"	"completely uncontrolled"	1
"3530"	"completely unmanaged"	1
"3531"	"complex behavior"	1
"3532"	"complex chemicals"	1
"3533"	"complex forms"	1
"3534"	"complex machine"	1
"3535"	"complex metaphysical"	1
"3536"	"complex networks"	1
"3537"	"complex nonlinear"	1
"3538"	"complex organisms"	1
"3539"	"complex processes"	1
"3540"	"complex receptors"	1
"3541"	"complex record"	1
"3542"	"complex set"	1
"3543"	"complex societies"	1
"3544"	"complexity arose"	1
"3545"	"complexity perspective"	1
"3546"	"complicated questions"	1
"3547"	"compound moves"	1
"3548"	"comprehensive cost"	1
"3549"	"comprehensive observations"	1
"3550"	"comprehensive planning"	1
"3551"	"comprehensive sustainable"	1
"3552"	"comprehensive urban"	1
"3553"	"compression folding"	1
"3554"	"compression speed"	1
"3555"	"compromise planet"	1
"3556"	"compulsive networkers"	1
"3557"	"computer code"	1
"3558"	"computer codes"	1
"3559"	"computer modeling"	1
"3560"	"computer powerful"	1
"3561"	"computer processing"	1
"3562"	"computer science"	1
"3563"	"computer security"	1
"3564"	"computer simulations"	1
"3565"	"computer system"	1
"3566"	"computers photography"	1
"3567"	"computers struggle"	1
"3568"	"conceivable events"	1
"3569"	"concentrating geographically"	1
"3570"	"concentration moves"	1
"3571"	"concentration people"	1
"3572"	"concomitant increase"	1
"3573"	"concrete land"	1
"3574"	"concrete measurements"	1
"3575"	"concrete parking"	1
"3576"	"concrete pavement"	1
"3577"	"concrete roof"	1
"3578"	"concrete structure"	1
"3579"	"conditions dead"	1
"3580"	"cone close"	1
"3581"	"cone handy"	1
"3582"	"confident religions"	1
"3583"	"conflict requires"	1
"3584"	"conflicting ideas"	1
"3585"	"conflicts education"	1
"3586"	"confront climate"	1
"3587"	"confront global"	1
"3588"	"confusion key"	1
"3589"	"congestion charge"	1
"3590"	"congestion destruction"	1
"3591"	"congestion waste"	1
"3592"	"congolese war"	1
"3593"	"congress passed"	1
"3594"	"conquer uncertainty"	1
"3595"	"conscious species"	1
"3596"	"consciously close"	1
"3597"	"consensus process"	1
"3598"	"consequence nature"	1
"3599"	"consequences absolutely"	1
"3600"	"conservation biologist"	1
"3601"	"conservation efficiency"	1
"3602"	"conservation meant"	1
"3603"	"conservation professional"	1
"3604"	"conservation taking"	1
"3605"	"conservation union"	1
"3606"	"conservation voters"	1
"3607"	"conservative climate"	1
"3608"	"conservative muslim"	1
"3609"	"conservative species"	1
"3610"	"conserve water"	1
"3611"	"considered developing"	1
"3612"	"consistently spoken"	1
"3613"	"consolidated farming"	1
"3614"	"consolidation mass"	1
"3615"	"conspiracy theories"	1
"3616"	"constant balance"	1
"3617"	"constant cellular"	1
"3618"	"constantly evolving"	1
"3619"	"constantly offered"	1
"3620"	"constantly urging"	1
"3621"	"constitutional lawyer"	1
"3622"	"constrained world"	1
"3623"	"constraint food"	1
"3624"	"construct arguments"	1
"3625"	"constructed constructed"	1
"3626"	"construction boom"	1
"3627"	"consume 200"	1
"3628"	"consumer behavior"	1
"3629"	"consumer ca"	1
"3630"	"consumer market"	1
"3631"	"consumes electricity"	1
"3632"	"consumption patterns"	1
"3633"	"consumption system"	1
"3634"	"contacted peacefully"	1
"3635"	"contaminate humans"	1
"3636"	"contemporary conditions"	1
"3637"	"contemporary political"	1
"3638"	"context comparing"	1
"3639"	"continent broke"	1
"3640"	"continent left"	1
"3641"	"continent scale"	1
"3642"	"continents drifted"	1
"3643"	"continents migrations"	1
"3644"	"contingent tackling"	1
"3645"	"continual questioning"	1
"3646"	"continually eat"	1
"3647"	"continue consuming"	1
"3648"	"continue putting"	1
"3649"	"continued exploration"	1
"3650"	"continued guarantees"	1
"3651"	"continued longevity"	1
"3652"	"continued losses"	1
"3653"	"continuous observation"	1
"3654"	"continuous sloping"	1
"3655"	"continuously living"	1
"3656"	"continuously nonstop"	1
"3657"	"contributing factors"	1
"3658"	"control 40"	1
"3659"	"control 80"	1
"3660"	"control fires"	1
"3661"	"control ice"	1
"3662"	"control multiple"	1
"3663"	"control system"	1
"3664"	"control systems"	1
"3665"	"control thinking"	1
"3666"	"controlled designed"	1
"3667"	"controlling co2"	1
"3668"	"controlling global"	1
"3669"	"controversial religious"	1
"3670"	"convention center"	1
"3671"	"conventional method"	1
"3672"	"conventional rice"	1
"3673"	"conventional single"	1
"3674"	"conversation stopped"	1
"3675"	"convert electricity"	1
"3676"	"conveyer belt"	1
"3677"	"convince biology"	1
"3678"	"cook county's"	1
"3679"	"cool animals"	1
"3680"	"cool concept"	1
"3681"	"cool elevated"	1
"3682"	"cool laughter"	1
"3683"	"cool meadow"	1
"3684"	"cool roof"	1
"3685"	"cool roofs"	1
"3686"	"cool white"	1
"3687"	"cooled 15"	1
"3688"	"cooler csi"	1
"3689"	"cooler gas"	1
"3690"	"coolest chemistry"	1
"3691"	"coolest projects"	1
"3692"	"cooling centers"	1
"3693"	"cooling power"	1
"3694"	"copepods moving"	1
"3695"	"copyleft solutions"	1
"3696"	"coral atolls"	1
"3697"	"coral living"	1
"3698"	"coral systems"	1
"3699"	"core drill"	1
"3700"	"core mystical"	1
"3701"	"core piece"	1
"3702"	"core project"	1
"3703"	"corn cultivated"	1
"3704"	"corn syrup"	1
"3705"	"corner drugstore"	1
"3706"	"corner jaws"	1
"3707"	"corporate control"	1
"3708"	"corporate crime"	1
"3709"	"corrections deletions"	1
"3710"	"corrosive entities"	1
"3711"	"corrupt governments"	1
"3712"	"corrupt politician"	1
"3713"	"corruption malnutrition"	1
"3714"	"cosmic accident"	1
"3715"	"cosmic dust"	1
"3716"	"cosmic history"	1
"3717"	"cosmic ray"	1
"3718"	"cost benefit"	1
"3719"	"cost curve"	1
"3720"	"cost effectively"	1
"3721"	"cost enormous"	1
"3722"	"cost sensors"	1
"3723"	"costa rica"	1
"3724"	"costs health"	1
"3725"	"council building"	1
"3726"	"count applause"	1
"3727"	"counter argument"	1
"3728"	"counting stamens"	1
"3729"	"countless meetings"	1
"3730"	"countless studies"	1
"3731"	"countries 500,000"	1
"3732"	"countries brazil"	1
"3733"	"countries competing"	1
"3734"	"countries depend"	1
"3735"	"countries fighting"	1
"3736"	"countries means"	1
"3737"	"countries primarily"	1
"3738"	"country 15"	1
"3739"	"country beginning"	1
"3740"	"country emissions"	1
"3741"	"country exists"	1
"3742"	"country hunger"	1
"3743"	"country receives"	1
"3744"	"country red"	1
"3745"	"country scale"	1
"3746"	"country suffered"	1
"3747"	"country's co2"	1
"3748"	"country's food"	1
"3749"	"country's past"	1
"3750"	"county county"	1
"3751"	"county mayo"	1
"3752"	"county's portion"	1
"3753"	"couple extra"	1
"3754"	"couple plants"	1
"3755"	"couple weeks"	1
"3756"	"couples laughter"	1
"3757"	"court system"	1
"3758"	"cousteau won"	1
"3759"	"covered continents"	1
"3760"	"covered waters"	1
"3761"	"covering ground"	1
"3762"	"covering rocks"	1
"3763"	"covers earth"	1
"3764"	"cowboy hat"	1
"3765"	"cows 97"	1
"3766"	"crack appears"	1
"3767"	"crack house"	1
"3768"	"crack water"	1
"3769"	"cracking ambition"	1
"3770"	"cracks fill"	1
"3771"	"cracks filled"	1
"3772"	"cracks space"	1
"3773"	"crappy systems"	1
"3774"	"crashes carcinogens"	1
"3775"	"crashing waves"	1
"3776"	"crater lake"	1
"3777"	"craving wild"	1
"3778"	"craziness hanging"	1
"3779"	"crazy day"	1
"3780"	"crazy dilemma"	1
"3781"	"crazy ideas"	1
"3782"	"creases running"	1
"3783"	"create amazing"	1
"3784"	"create images"	1
"3785"	"create jobs"	1
"3786"	"create networks"	1
"3787"	"create niches"	1
"3788"	"create positive"	1
"3789"	"create prosperity"	1
"3790"	"create waste"	1
"3791"	"created hierarchy"	1
"3792"	"created opportunities"	1
"3793"	"created public"	1
"3794"	"creates 29"	1
"3795"	"creates images"	1
"3796"	"creates instability"	1
"3797"	"creates life"	1
"3798"	"creates waves"	1
"3799"	"creating cities"	1
"3800"	"creating cool"	1
"3801"	"creating difficult"	1
"3802"	"creating individuals"	1
"3803"	"creating millions"	1
"3804"	"creating noise"	1
"3805"	"creating soil"	1
"3806"	"creation launch"	1
"3807"	"creative commons"	1
"3808"	"creative snowmobiles"	1
"3809"	"creative species"	1
"3810"	"creedal articles"	1
"3811"	"crevasses intense"	1
"3812"	"crib note"	1
"3813"	"cricket rugby"	1
"3814"	"cries laughter"	1
"3815"	"crime impacts"	1
"3816"	"crime money"	1
"3817"	"crime rates"	1
"3818"	"crime syndicates"	1
"3819"	"criminal enterprise"	1
"3820"	"criminal syndicates"	1
"3821"	"criminal underworld"	1
"3822"	"criminality international"	1
"3823"	"crisis 40,000"	1
"3824"	"crisis 60,000"	1
"3825"	"crisis abc"	1
"3826"	"crisis fox"	1
"3827"	"crisis global"	1
"3828"	"crisis helped"	1
"3829"	"crisis hits"	1
"3830"	"crisis leading"	1
"3831"	"crisis plans"	1
"3832"	"crisis takes"	1
"3833"	"crisp outlines"	1
"3834"	"critical awareness"	1
"3835"	"critical infrastructure"	1
"3836"	"critical mistake"	1
"3837"	"criticism coming"	1
"3838"	"criticized economists"	1
"3839"	"crocodiles laughter"	1
"3840"	"crooked beak"	1
"3841"	"crop borders"	1
"3842"	"crop monocultures"	1
"3843"	"crop pest"	1
"3844"	"crop pests"	1
"3845"	"crops damage"	1
"3846"	"crops readily"	1
"3847"	"crops vast"	1
"3848"	"cross border"	1
"3849"	"cross scale"	1
"3850"	"crossing boundaries"	1
"3851"	"crossing thousands"	1
"3852"	"crowded beach"	1
"3853"	"crowded lands"	1
"3854"	"crucial question"	1
"3855"	"crucial questions"	1
"3856"	"cruise ship"	1
"3857"	"crummy battery"	1
"3858"	"crummy car"	1
"3859"	"crusaders infidel"	1
"3860"	"crutzen calls"	1
"3861"	"crutzen published"	1
"3862"	"cry foul"	1
"3863"	"crying underwater"	1
"3864"	"crystal balls"	1
"3865"	"crystal moment"	1
"3866"	"crystals coalesce"	1
"3867"	"crystals fall"	1
"3868"	"cubic kilometers"	1
"3869"	"cubic meters"	1
"3870"	"cult film"	1
"3871"	"cultivates appreciation"	1
"3872"	"cultural explosion"	1
"3873"	"cultural innovation"	1
"3874"	"cultural life"	1
